County,FileNumber,Measure Names,ProviderName,Measure Values
MIAMI-DADE,100050,Bed Census,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,80
MIAMI-DADE,100050,Available,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,92
MIAMI-DADE,100050,Available Capacity,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,0.534883721
MIAMI-DADE,100050,Total Staffed Bed Capacity,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,172
MIAMI-DADE,100053,Bed Census,HIALEAH HOSPITAL,140
MIAMI-DADE,100053,Available,HIALEAH HOSPITAL,73
MIAMI-DADE,100053,Available Capacity,HIALEAH HOSPITAL,0.342723005
MIAMI-DADE,100053,Total Staffed Bed Capacity,HIALEAH HOSPITAL,213
MIAMI-DADE,100061,Bed Census,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",230
MIAMI-DADE,100061,Available,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",205
MIAMI-DADE,100061,Available Capacity,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",0.471264368
MIAMI-DADE,100061,Total Staffed Bed Capacity,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",435
MIAMI-DADE,100076,Bed Census,VARIETY CHILDREN'S HOSPITAL,0
MIAMI-DADE,100076,Available,VARIETY CHILDREN'S HOSPITAL,0
MIAMI-DADE,100076,Available Capacity,VARIETY CHILDREN'S HOSPITAL,
MIAMI-DADE,100076,Total Staffed Bed Capacity,VARIETY CHILDREN'S HOSPITAL,0
MIAMI-DADE,100079,Bed Census,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,29
MIAMI-DADE,100079,Available,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,11
MIAMI-DADE,100079,Available Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,0.275
MIAMI-DADE,100079,Total Staffed Bed Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,40
MIAMI-DADE,100114,Bed Census,JACKSON NORTH MEDICAL CENTER,232
MIAMI-DADE,100114,Available,JACKSON NORTH MEDICAL CENTER,66
MIAMI-DADE,100114,Available Capacity,JACKSON NORTH MEDICAL CENTER,0.221476510
MIAMI-DADE,100114,Total Staffed Bed Capacity,JACKSON NORTH MEDICAL CENTER,298
MIAMI-DADE,100125,Bed Census,HOMESTEAD HOSPITAL,137
MIAMI-DADE,100125,Available,HOMESTEAD HOSPITAL,27
MIAMI-DADE,100125,Available Capacity,HOMESTEAD HOSPITAL,0.164634146
MIAMI-DADE,100125,Total Staffed Bed Capacity,HOMESTEAD HOSPITAL,164
MIAMI-DADE,100131,Bed Census,AVENTURA HOSPITAL AND MEDICAL CENTER,280
MIAMI-DADE,100131,Available,AVENTURA HOSPITAL AND MEDICAL CENTER,111
MIAMI-DADE,100131,Available Capacity,AVENTURA HOSPITAL AND MEDICAL CENTER,0.283887468
MIAMI-DADE,100131,Total Staffed Bed Capacity,AVENTURA HOSPITAL AND MEDICAL CENTER,391
MIAMI-DADE,100152,Bed Census,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,51
MIAMI-DADE,100152,Available,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,6
MIAMI-DADE,100152,Available Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,0.105263158
MIAMI-DADE,100152,Total Staffed Bed Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,57
MIAMI-DADE,100154,Bed Census,SOUTH MIAMI HOSPITAL,370
MIAMI-DADE,100154,Available,SOUTH MIAMI HOSPITAL,75
MIAMI-DADE,100154,Available Capacity,SOUTH MIAMI HOSPITAL,0.168539326
MIAMI-DADE,100154,Total Staffed Bed Capacity,SOUTH MIAMI HOSPITAL,445
MIAMI-DADE,100165,Bed Census,WESTCHESTER GENERAL HOSPITAL,70
MIAMI-DADE,100165,Available,WESTCHESTER GENERAL HOSPITAL,27
MIAMI-DADE,100165,Available Capacity,WESTCHESTER GENERAL HOSPITAL,0.278350515
MIAMI-DADE,100165,Total Staffed Bed Capacity,WESTCHESTER GENERAL HOSPITAL,97
MIAMI-DADE,100181,Bed Census,LARKIN COMMUNITY HOSPITAL,102
MIAMI-DADE,100181,Available,LARKIN COMMUNITY HOSPITAL,14
MIAMI-DADE,100181,Available Capacity,LARKIN COMMUNITY HOSPITAL,0.120689655
MIAMI-DADE,100181,Total Staffed Bed Capacity,LARKIN COMMUNITY HOSPITAL,116
MIAMI-DADE,100183,Bed Census,CORAL GABLES HOSPITAL,82
MIAMI-DADE,100183,Available,CORAL GABLES HOSPITAL,45
MIAMI-DADE,100183,Available Capacity,CORAL GABLES HOSPITAL,0.354330709
MIAMI-DADE,100183,Total Staffed Bed Capacity,CORAL GABLES HOSPITAL,127
MIAMI-DADE,100187,Bed Census,PALMETTO GENERAL HOSPITAL,205
MIAMI-DADE,100187,Available,PALMETTO GENERAL HOSPITAL,273
MIAMI-DADE,100187,Available Capacity,PALMETTO GENERAL HOSPITAL,0.571129707
MIAMI-DADE,100187,Total Staffed Bed Capacity,PALMETTO GENERAL HOSPITAL,478
MIAMI-DADE,100197,Bed Census,DOUGLAS GARDENS HOSPITAL,6
MIAMI-DADE,100197,Available,DOUGLAS GARDENS HOSPITAL,26
MIAMI-DADE,100197,Available Capacity,DOUGLAS GARDENS HOSPITAL,0.8125
MIAMI-DADE,100197,Total Staffed Bed Capacity,DOUGLAS GARDENS HOSPITAL,32
MIAMI-DADE,100208,Bed Census,JACKSON SOUTH MEDICAL CENTER,198
MIAMI-DADE,100208,Available,JACKSON SOUTH MEDICAL CENTER,25
MIAMI-DADE,100208,Available Capacity,JACKSON SOUTH MEDICAL CENTER,0.112107623
MIAMI-DADE,100208,Total Staffed Bed Capacity,JACKSON SOUTH MEDICAL CENTER,223
MIAMI-DADE,100209,Bed Census,KENDALL REGIONAL MEDICAL CENTER,352
MIAMI-DADE,100209,Available,KENDALL REGIONAL MEDICAL CENTER,91
MIAMI-DADE,100209,Available Capacity,KENDALL REGIONAL MEDICAL CENTER,0.205417607
MIAMI-DADE,100209,Total Staffed Bed Capacity,KENDALL REGIONAL MEDICAL CENTER,443
MIAMI-DADE,100240,Bed Census,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0
MIAMI-DADE,100240,Available,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0
MIAMI-DADE,100240,Available Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,
MIAMI-DADE,100240,Total Staffed Bed Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0
MIAMI-DADE,103004,Bed Census,ST CATHERINE'S REHABILITATION HOSPITAL,10
MIAMI-DADE,103004,Available,ST CATHERINE'S REHABILITATION HOSPITAL,12
MIAMI-DADE,103004,Available Capacity,ST CATHERINE'S REHABILITATION HOSPITAL,0.545454545
MIAMI-DADE,103004,Total Staffed Bed Capacity,ST CATHERINE'S REHABILITATION HOSPITAL,22
MIAMI-DADE,103038,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,41
MIAMI-DADE,103038,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,19
MIAMI-DADE,103038,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,0.316666667
MIAMI-DADE,103038,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,60
MIAMI-DADE,110040,Bed Census,SOUTHERN WINDS,69
MIAMI-DADE,110040,Available,SOUTHERN WINDS,3
MIAMI-DADE,110040,Available Capacity,SOUTHERN WINDS,0.041666667
MIAMI-DADE,110040,Total Staffed Bed Capacity,SOUTHERN WINDS,72
MIAMI-DADE,110041,Bed Census,WEST GABLES REHABILITATION HOSPITAL,51
MIAMI-DADE,110041,Available,WEST GABLES REHABILITATION HOSPITAL,0
MIAMI-DADE,110041,Available Capacity,WEST GABLES REHABILITATION HOSPITAL,0
MIAMI-DADE,110041,Total Staffed Bed Capacity,WEST GABLES REHABILITATION HOSPITAL,51
MIAMI-DADE,110199,Bed Census,NICKLAUS CHILDREN'S HOSPITAL,163
MIAMI-DADE,110199,Available,NICKLAUS CHILDREN'S HOSPITAL,83
MIAMI-DADE,110199,Available Capacity,NICKLAUS CHILDREN'S HOSPITAL,0.337398374
MIAMI-DADE,110199,Total Staffed Bed Capacity,NICKLAUS CHILDREN'S HOSPITAL,246
MIAMI-DADE,120014,Bed Census,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,180
MIAMI-DADE,120014,Available,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,0
MIAMI-DADE,120014,Available Capacity,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,0
MIAMI-DADE,120014,Total Staffed Bed Capacity,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,180
MIAMI-DADE,23960028,Bed Census,SELECT SPECIALTY HOSPITAL-MIAMI,41
MIAMI-DADE,23960028,Available,SELECT SPECIALTY HOSPITAL-MIAMI,6
MIAMI-DADE,23960028,Available Capacity,SELECT SPECIALTY HOSPITAL-MIAMI,0.127659574
MIAMI-DADE,23960028,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-MIAMI,47
MIAMI-DADE,23960064,Bed Census,WEST KENDALL BAPTIST HOSPITAL,155
MIAMI-DADE,23960064,Available,WEST KENDALL BAPTIST HOSPITAL,18
MIAMI-DADE,23960064,Available Capacity,WEST KENDALL BAPTIST HOSPITAL,0.104046243
MIAMI-DADE,23960064,Total Staffed Bed Capacity,WEST KENDALL BAPTIST HOSPITAL,173
MIAMI-DADE,23960094,Bed Census,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,60
MIAMI-DADE,23960094,Available,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,0
MIAMI-DADE,23960094,Available Capacity,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,0
MIAMI-DADE,23960094,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,60
MIAMI-DADE,23960097,Bed Census,ST CATHERINE'S WEST REHABILITATION HOSPITAL,13
MIAMI-DADE,23960097,Available,ST CATHERINE'S WEST REHABILITATION HOSPITAL,27
MIAMI-DADE,23960097,Available Capacity,ST CATHERINE'S WEST REHABILITATION HOSPITAL,0.675
MIAMI-DADE,23960097,Total Staffed Bed Capacity,ST CATHERINE'S WEST REHABILITATION HOSPITAL,40
MONROE,100024,Bed Census,FISHERMEN'S COMMUNITY HOSPITAL,4
MONROE,100024,Available,FISHERMEN'S COMMUNITY HOSPITAL,5
MONROE,100024,Available Capacity,FISHERMEN'S COMMUNITY HOSPITAL,0.555555556
MONROE,100024,Total Staffed Bed Capacity,FISHERMEN'S COMMUNITY HOSPITAL,9
MONROE,100150,Bed Census,DEPOO HOSPITAL,23
MONROE,100150,Available,DEPOO HOSPITAL,0
MONROE,100150,Available Capacity,DEPOO HOSPITAL,0
MONROE,100150,Total Staffed Bed Capacity,DEPOO HOSPITAL,23
MONROE,100160,Bed Census,MARINERS HOSPITAL,21
MONROE,100160,Available,MARINERS HOSPITAL,20
MONROE,100160,Available Capacity,MARINERS HOSPITAL,0.487804878
MONROE,100160,Total Staffed Bed Capacity,MARINERS HOSPITAL,41
MONROE,100195,Bed Census,LOWER KEYS MEDICAL CENTER,61
MONROE,100195,Available,LOWER KEYS MEDICAL CENTER,0
MONROE,100195,Available Capacity,LOWER KEYS MEDICAL CENTER,0
MONROE,100195,Total Staffed Bed Capacity,LOWER KEYS MEDICAL CENTER,61
NASSAU,100140,Bed Census,BAPTIST MEDICAL CENTER NASSAU,33
NASSAU,100140,Available,BAPTIST MEDICAL CENTER NASSAU,35
NASSAU,100140,Available Capacity,BAPTIST MEDICAL CENTER NASSAU,0.514705882
NASSAU,100140,Total Staffed Bed Capacity,BAPTIST MEDICAL CENTER NASSAU,68
OKALOOSA,100054,Bed Census,TWIN CITIES HOSPITAL,31
OKALOOSA,100054,Available,TWIN CITIES HOSPITAL,12
OKALOOSA,100054,Available Capacity,TWIN CITIES HOSPITAL,0.279069767
OKALOOSA,100054,Total Staffed Bed Capacity,TWIN CITIES HOSPITAL,43
OKALOOSA,100122,Bed Census,NORTH OKALOOSA MEDICAL CENTER,62
OKALOOSA,100122,Available,NORTH OKALOOSA MEDICAL CENTER,51
OKALOOSA,100122,Available Capacity,NORTH OKALOOSA MEDICAL CENTER,0.451327434
OKALOOSA,100122,Total Staffed Bed Capacity,NORTH OKALOOSA MEDICAL CENTER,113
OKALOOSA,100223,Bed Census,FORT WALTON BEACH MEDICAL CENTER,199
OKALOOSA,100223,Available,FORT WALTON BEACH MEDICAL CENTER,38
OKALOOSA,100223,Available Capacity,FORT WALTON BEACH MEDICAL CENTER,0.160337553
OKALOOSA,100223,Total Staffed Bed Capacity,FORT WALTON BEACH MEDICAL CENTER,237
OKALOOSA,111520,Bed Census,GULF COAST TREATMENT CENTER,28
OKALOOSA,111520,Available,GULF COAST TREATMENT CENTER,0
OKALOOSA,111520,Available Capacity,GULF COAST TREATMENT CENTER,0
OKALOOSA,111520,Total Staffed Bed Capacity,GULF COAST TREATMENT CENTER,28
OKALOOSA,23960106,Bed Census,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",11
OKALOOSA,23960106,Available,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",19
OKALOOSA,23960106,Available Capacity,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",0.633333333
OKALOOSA,23960106,Total Staffed Bed Capacity,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",30
OKEECHOBEE,100252,Bed Census,RAULERSON HOSPITAL,45
OKEECHOBEE,100252,Available,RAULERSON HOSPITAL,55
OKEECHOBEE,100252,Available Capacity,RAULERSON HOSPITAL,0.55
OKEECHOBEE,100252,Total Staffed Bed Capacity,RAULERSON HOSPITAL,100
ORANGE,100006,Bed Census,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,653
ORANGE,100006,Available,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,180
ORANGE,100006,Available Capacity,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,0.216086435
ORANGE,100006,Total Staffed Bed Capacity,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,833
ORANGE,100007,Bed Census,ADVENTHEALTH ORLANDO,936
ORANGE,100007,Available,ADVENTHEALTH ORLANDO,356
ORANGE,100007,Available Capacity,ADVENTHEALTH ORLANDO,0.275541796
ORANGE,100007,Total Staffed Bed Capacity,ADVENTHEALTH ORLANDO,"1,292"
ORANGE,100021,Bed Census,ADVENTHEALTH EAST ORLANDO,250
ORANGE,100021,Available,ADVENTHEALTH EAST ORLANDO,45
ORANGE,100021,Available Capacity,ADVENTHEALTH EAST ORLANDO,0.152542373
ORANGE,100021,Total Staffed Bed Capacity,ADVENTHEALTH EAST ORLANDO,295
ORANGE,100030,Bed Census,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,143
ORANGE,100030,Available,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,26
ORANGE,100030,Available Capacity,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,0.153846154
ORANGE,100030,Total Staffed Bed Capacity,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,169
ORANGE,100129,Bed Census,ASPIRE HEALTH PARTNERS,48
ORANGE,100129,Available,ASPIRE HEALTH PARTNERS,0
ORANGE,100129,Available Capacity,ASPIRE HEALTH PARTNERS,0
ORANGE,100129,Total Staffed Bed Capacity,ASPIRE HEALTH PARTNERS,48
ORANGE,100162,Bed Census,ADVENTHEALTH WINTER PARK,224
ORANGE,100162,Available,ADVENTHEALTH WINTER PARK,200
ORANGE,100162,Available Capacity,ADVENTHEALTH WINTER PARK,0.471698113
ORANGE,100162,Total Staffed Bed Capacity,ADVENTHEALTH WINTER PARK,424
ORANGE,110047,Bed Census,UNIVERSITY BEHAVIORAL CENTER,78
ORANGE,110047,Available,UNIVERSITY BEHAVIORAL CENTER,42
ORANGE,110047,Available Capacity,UNIVERSITY BEHAVIORAL CENTER,0.35
ORANGE,110047,Total Staffed Bed Capacity,UNIVERSITY BEHAVIORAL CENTER,120
ORANGE,110051,Bed Census,LA AMISTAD RESIDENTIAL TREATMENT CENTER,31
ORANGE,110051,Available,LA AMISTAD RESIDENTIAL TREATMENT CENTER,0
ORANGE,110051,Available Capacity,LA AMISTAD RESIDENTIAL TREATMENT CENTER,0
ORANGE,110051,Total Staffed Bed Capacity,LA AMISTAD RESIDENTIAL TREATMENT CENTER,31
ORANGE,120001,Bed Census,ARNOLD PALMER MEDICAL CENTER,312
ORANGE,120001,Available,ARNOLD PALMER MEDICAL CENTER,144
ORANGE,120001,Available Capacity,ARNOLD PALMER MEDICAL CENTER,0.315789474
ORANGE,120001,Total Staffed Bed Capacity,ARNOLD PALMER MEDICAL CENTER,456
ORANGE,120002,Bed Census,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,207
ORANGE,120002,Available,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,36
ORANGE,120002,Available Capacity,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,0.148148148
ORANGE,120002,Total Staffed Bed Capacity,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,243
ORANGE,120003,Bed Census,ADVENTHEALTH APOPKA,99
ORANGE,120003,Available,ADVENTHEALTH APOPKA,21
ORANGE,120003,Available Capacity,ADVENTHEALTH APOPKA,0.175
ORANGE,120003,Total Staffed Bed Capacity,ADVENTHEALTH APOPKA,120
ORANGE,23960043,Bed Census,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),33
ORANGE,23960043,Available,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),2
ORANGE,23960043,Available Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),0.057142857
ORANGE,23960043,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),35
ORANGE,23960068,Bed Census,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),63
ORANGE,23960068,Available,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),0
ORANGE,23960068,Available Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),0
ORANGE,23960068,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),63
ORANGE,23960083,Bed Census,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,120
ORANGE,23960083,Available,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,0
ORANGE,23960083,Available Capacity,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,0
ORANGE,23960083,Total Staffed Bed Capacity,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,120
ORANGE,23960096,Bed Census,NEMOURS CHILDREN'S HOSPITAL,71
ORANGE,23960096,Available,NEMOURS CHILDREN'S HOSPITAL,19
ORANGE,23960096,Available Capacity,NEMOURS CHILDREN'S HOSPITAL,0.211111111
ORANGE,23960096,Total Staffed Bed Capacity,NEMOURS CHILDREN'S HOSPITAL,90
OSCEOLA,100074,Bed Census,ORLANDO HEALTH ST CLOUD HOSPITAL,71
OSCEOLA,100074,Available,ORLANDO HEALTH ST CLOUD HOSPITAL,22
OSCEOLA,100074,Available Capacity,ORLANDO HEALTH ST CLOUD HOSPITAL,0.236559140
OSCEOLA,100074,Total Staffed Bed Capacity,ORLANDO HEALTH ST CLOUD HOSPITAL,93
OSCEOLA,100089,Bed Census,ADVENTHEALTH KISSIMMEE,125
OSCEOLA,100089,Available,ADVENTHEALTH KISSIMMEE,37
OSCEOLA,100089,Available Capacity,ADVENTHEALTH KISSIMMEE,0.228395062
OSCEOLA,100089,Total Staffed Bed Capacity,ADVENTHEALTH KISSIMMEE,162
OSCEOLA,100110,Bed Census,OSCEOLA REGIONAL MEDICAL CENTER,310
OSCEOLA,100110,Available,OSCEOLA REGIONAL MEDICAL CENTER,116
OSCEOLA,100110,Available Capacity,OSCEOLA REGIONAL MEDICAL CENTER,0.272300469
OSCEOLA,100110,Total Staffed Bed Capacity,OSCEOLA REGIONAL MEDICAL CENTER,426
OSCEOLA,23960017,Bed Census,ADVENTHEALTH CELEBRATION,182
OSCEOLA,23960017,Available,ADVENTHEALTH CELEBRATION,135
OSCEOLA,23960017,Available Capacity,ADVENTHEALTH CELEBRATION,0.425867508
OSCEOLA,23960017,Total Staffed Bed Capacity,ADVENTHEALTH CELEBRATION,317
OSCEOLA,23960111,Bed Census,POINCIANA MEDICAL CENTER,51
OSCEOLA,23960111,Available,POINCIANA MEDICAL CENTER,25
OSCEOLA,23960111,Available Capacity,POINCIANA MEDICAL CENTER,0.328947368
OSCEOLA,23960111,Total Staffed Bed Capacity,POINCIANA MEDICAL CENTER,76
OSCEOLA,23960129,Bed Census,BLACKBERRY CENTER,54
OSCEOLA,23960129,Available,BLACKBERRY CENTER,10
OSCEOLA,23960129,Available Capacity,BLACKBERRY CENTER,0.15625
OSCEOLA,23960129,Total Staffed Bed Capacity,BLACKBERRY CENTER,64
PALM BEACH,100002,Bed Census,BETHESDA HOSPITAL EAST,239
PALM BEACH,100002,Available,BETHESDA HOSPITAL EAST,158
PALM BEACH,100002,Available Capacity,BETHESDA HOSPITAL EAST,0.397984887
PALM BEACH,100002,Total Staffed Bed Capacity,BETHESDA HOSPITAL EAST,397
PALM BEACH,100010,Bed Census,ST MARY'S MEDICAL CENTER,336
PALM BEACH,100010,Available,ST MARY'S MEDICAL CENTER,158
PALM BEACH,100010,Available Capacity,ST MARY'S MEDICAL CENTER,0.319838057
PALM BEACH,100010,Total Staffed Bed Capacity,ST MARY'S MEDICAL CENTER,494
PALM BEACH,100080,Bed Census,JFK MEDICAL CENTER,366
PALM BEACH,100080,Available,JFK MEDICAL CENTER,231
PALM BEACH,100080,Available Capacity,JFK MEDICAL CENTER,0.386934673
PALM BEACH,100080,Total Staffed Bed Capacity,JFK MEDICAL CENTER,597
PALM BEACH,100130,Bed Census,LAKESIDE MEDICAL CENTER,26
PALM BEACH,100130,Available,LAKESIDE MEDICAL CENTER,44
PALM BEACH,100130,Available Capacity,LAKESIDE MEDICAL CENTER,0.628571429
PALM BEACH,100130,Total Staffed Bed Capacity,LAKESIDE MEDICAL CENTER,70
PALM BEACH,100168,Bed Census,BOCA RATON REGIONAL HOSPITAL,245
PALM BEACH,100168,Available,BOCA RATON REGIONAL HOSPITAL,120
PALM BEACH,100168,Available Capacity,BOCA RATON REGIONAL HOSPITAL,0.328767123
PALM BEACH,100168,Total Staffed Bed Capacity,BOCA RATON REGIONAL HOSPITAL,365
PALM BEACH,100176,Bed Census,PALM BEACH GARDENS MEDICAL CENTER,133
PALM BEACH,100176,Available,PALM BEACH GARDENS MEDICAL CENTER,68
PALM BEACH,100176,Available Capacity,PALM BEACH GARDENS MEDICAL CENTER,0.338308458
PALM BEACH,100176,Total Staffed Bed Capacity,PALM BEACH GARDENS MEDICAL CENTER,201
PALM BEACH,100234,Bed Census,JFK MEDICAL CENTER NORTH CAMPUS,124
PALM BEACH,100234,Available,JFK MEDICAL CENTER NORTH CAMPUS,108
PALM BEACH,100234,Available Capacity,JFK MEDICAL CENTER NORTH CAMPUS,0.465517241
PALM BEACH,100234,Total Staffed Bed Capacity,JFK MEDICAL CENTER NORTH CAMPUS,232
PALM BEACH,100253,Bed Census,JUPITER MEDICAL CENTER,175
PALM BEACH,100253,Available,JUPITER MEDICAL CENTER,71
PALM BEACH,100253,Available Capacity,JUPITER MEDICAL CENTER,0.288617886
PALM BEACH,100253,Total Staffed Bed Capacity,JUPITER MEDICAL CENTER,246
PALM BEACH,100258,Bed Census,DELRAY MEDICAL CENTER,299
PALM BEACH,100258,Available,DELRAY MEDICAL CENTER,138
PALM BEACH,100258,Available Capacity,DELRAY MEDICAL CENTER,0.315789474
PALM BEACH,100258,Total Staffed Bed Capacity,DELRAY MEDICAL CENTER,437
PALM BEACH,104008,Bed Census,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, INC",0
PALM BEACH,104008,Available,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, INC",0
PALM BEACH,104008,Available Capacity,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, INC",
PALM BEACH,104008,Total Staffed Bed Capacity,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, INC",0
PALM BEACH,110006,Bed Census,PALMS WEST HOSPITAL,169
PALM BEACH,110006,Available,PALMS WEST HOSPITAL,35
PALM BEACH,110006,Available Capacity,PALMS WEST HOSPITAL,0.171568627
PALM BEACH,110006,Total Staffed Bed Capacity,PALMS WEST HOSPITAL,204
PALM BEACH,110008,Bed Census,WEST BOCA MEDICAL CENTER,89
PALM BEACH,110008,Available,WEST BOCA MEDICAL CENTER,127
PALM BEACH,110008,Available Capacity,WEST BOCA MEDICAL CENTER,0.587962963
PALM BEACH,110008,Total Staffed Bed Capacity,WEST BOCA MEDICAL CENTER,216
PALM BEACH,110010,Bed Census,WELLINGTON REGIONAL MEDICAL CENTER,161
PALM BEACH,110010,Available,WELLINGTON REGIONAL MEDICAL CENTER,41
PALM BEACH,110010,Available Capacity,WELLINGTON REGIONAL MEDICAL CENTER,0.202970297
PALM BEACH,110010,Total Staffed Bed Capacity,WELLINGTON REGIONAL MEDICAL CENTER,202
PALM BEACH,110403,Bed Census,GOOD SAMARITAN MEDICAL CENTER,138
PALM BEACH,110403,Available,GOOD SAMARITAN MEDICAL CENTER,19
PALM BEACH,110403,Available Capacity,GOOD SAMARITAN MEDICAL CENTER,0.121019108
PALM BEACH,110403,Total Staffed Bed Capacity,GOOD SAMARITAN MEDICAL CENTER,157
PALM BEACH,23960072,Bed Census,SELECT SPECIALTY HOSPITAL- PALM BEACH,56
PALM BEACH,23960072,Available,SELECT SPECIALTY HOSPITAL- PALM BEACH,4
PALM BEACH,23960072,Available Capacity,SELECT SPECIALTY HOSPITAL- PALM BEACH,0.066666667
PALM BEACH,23960072,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL- PALM BEACH,60
PALM BEACH,23960074,Bed Census,KINDRED HOSPITAL THE PALM BEACHES,47
PALM BEACH,23960074,Available,KINDRED HOSPITAL THE PALM BEACHES,3
PALM BEACH,23960074,Available Capacity,KINDRED HOSPITAL THE PALM BEACHES,0.06
PALM BEACH,23960074,Total Staffed Bed Capacity,KINDRED HOSPITAL THE PALM BEACHES,50
PALM BEACH,23960098,Bed Census,BETHESDA HOSPITAL WEST,60
PALM BEACH,23960098,Available,BETHESDA HOSPITAL WEST,20
PALM BEACH,23960098,Available Capacity,BETHESDA HOSPITAL WEST,0.25
PALM BEACH,23960098,Total Staffed Bed Capacity,BETHESDA HOSPITAL WEST,80
PASCO,100046,Bed Census,ADVENTHEALTH ZEPHYRHILLS,106
PASCO,100046,Available,ADVENTHEALTH ZEPHYRHILLS,18
PASCO,100046,Available Capacity,ADVENTHEALTH ZEPHYRHILLS,0.145161290
PASCO,100046,Total Staffed Bed Capacity,ADVENTHEALTH ZEPHYRHILLS,124
PASCO,100063,Bed Census,MORTON PLANT NORTH BAY HOSPITAL,175
